Scribal Unit H-ID,Cataloguing,Scribe role,Function of Copying,Scribe Comments,PU Comments,Extent,Extent Comments,Text(s) comments,SU dating,Normalized century of production,Normalized terminus post quem,Normalized terminus ante quem,Dating Comments,Normalised script(s),Script Comments,Colophon presence,Colophon transcription,Colophon language,Colophon translation,Colophon comments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.650",Admont Stiftsbibliothek,Admont Ms.650,,"Nun-scribe C, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,105,27,27,1,,,,,,,190,100,290,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-650/0001,Full Colour,TRUE,https://manuscripta.at/diglit/iiif/AT1000-650/manifest.json,https://manuscripta.at/hs_detail.php?ID=26457,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont and anonymous,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.650",Admont Stiftsbibliothek,Admont Ms.650,,"Nun-scribe D, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,105,27,27,1,,,,,,,190,100,290,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-650/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26457,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont and anonymous,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.650",Admont Stiftsbibliothek,Admont Ms.650,,"Nun-scribe E, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,105,27,27,1,,,,,,,190,100,290,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-650/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26457,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont and anonymous,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.650",Admont Stiftsbibliothek,Admont Ms.650,,"Nun-scribe G, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,105,27,27,1,,,,,,,190,100,290,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-650/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26457,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont and anonymous,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.650",Admont Stiftsbibliothek,Admont Ms.650,,"Regilind, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,105,27,27,1,,,,,,,190,100,290,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-650/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26457,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont and anonymous,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.651",Admont Stiftsbibliothek,Admont Ms.651,,"Anonymous (1-3, 7-8), Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration and anonymous,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,209,27,27,1,,,,,,,185,100,285,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-651/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26458,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.651",Admont Stiftsbibliothek,Admont Ms.651,,"Irmingart, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration and anonymous,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,209,27,27,1,,,,,,,185,100,285,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-651/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26458,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.651",Admont Stiftsbibliothek,Admont Ms.651,,"Nun-scribe B, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration and anonymous,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,209,27,27,1,,,,,,,185,100,285,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-651/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26458,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.651",Admont Stiftsbibliothek,Admont Ms.651,,"Regilind, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration and anonymous,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,209,27,27,1,,,,,,,185,100,285,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-651/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26458,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.682",Admont Stiftsbibliothek,Admont Ms.682,,"Irmingart, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,164,27,27,1,,,,,,,190,105,295,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-682/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26487,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
CAT,,Austria,"Admont Stiftsbibliothek, Admont Ms.682",Admont Stiftsbibliothek,Admont Ms.682,,"Regilind, Admont",Medium,"Beach, 1996
Beach, 2004",,Female collaboration,Medium,,FALSE,,,,Admont,Benedictine,High,R ,Austria,Styria,Admont,Admont Austria Admont ,47.5729034,14.4614998,Mid 12th century,12,1/1/1140,12/31/1160,,Parchment,FALSE,,164,27,27,1,,,,,,,190,105,295,140,70,,TRUE,https://manuscripta.at/diglit/AT1000-682/0001,Full Colour,47.5729034,14.4614998,https://manuscripta.at/hs_detail.php?ID=26487,FALSE,FALSE,,"Beach, 1996
Beach, 2004",Irimbert of Admont,Commentaries,,,Latin,,FALSE,,FALSE
TBC,,Austria,"Admont Stiftsbibliothek, Ms.Fragment 262c (ex Ms.431)",Admont Stiftsbibliothek,Ms.Fragment 262c (ex Ms.431),fragment,,,,,Female scribe,,,,,,,,,,Unknown,,,,   ,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,FALSE,FALSE,,,,,,,TBC,,,,
CAT,,Germany,"Altenburg, Stiftsbibliothek, Ms. AB 15 B 16","Altenburg, Stiftsbibliothek",Ms. AB 15 B 16,Jan-89,"Margaretha Preiss, Altenburg",High,Colophon,Following sections by other scribes in either Latin or German,Female collaboration,High,,TRUE,"f.87vb: Margaretha Preiss [swester Margareta Preissin zu Pernegk in dem kloster vnder der geharsam der erwierdigen [...] frawn vnd mueter Ludmilla priorin]
f.87vb: Diez puech von sand Katherina de Senis ist volentet warden an dem abentt des heilige11 xij poften sa11d Bartolameus in dem lxx iar [23. Aug. 1470] von swester Barbara die zeit schulmaisterin. ",German,"f.87vb: Margaretha Preiss [Sister Margaretha Preiss of Pernegg in the convent under the obedience of the venerable lady and mother Ludmilla, prioress].
f.87vb: This book of Saint Catherine of Siena was completed on the evening of the holy apostle Saint Bartholomew, in the 70th year [23rd of August, 1470], by Sister Barbara, at that time schoolmistress.”",Altenburg monastery,Benedictine,Medium,R,Austria,Lower Austria,Altenburg,Altenburg monastery Austria Altenburg ,47.516231,14.550072,23 August 1470,15,23/08/1470,23/08/1470,,Paper,Unknown,Unknown,323,38,38,2,,,,,,,285,208,493,210,150,,FALSE,,None,48.64769,15.5905899,"https://www.handschriftencensus.de/2896
https://manuscripta.at/?ID=29311
http://18.235.151.129/detail.php?msid=6919",FALSE,FALSE,,"Gregor Schweighofer, Die Handschriften des Stiftes Altenburg (Sonderkatalog Nr. 1) (maschinschriftlich), o.O. [Altenburg] 1956, S. 63f.[online]
Klaus Klein, 'Meinrad', in: 2VL 6 (1987), Sp. 319-321, hier Sp. 319.
Werner Williams-Krapp, Raimund von Capua, in: 2VL 7 (1989), Sp. 982-986 + 2VL 11 (2004), Sp. 1289, hier Bd. 7, Sp. 984. [online]
Klaus Klein, Deutschsprachige Handschriften des Mittelalters im Benediktinerstift Altenburg/NÖ, in: Benediktinerstift Altenburg 1144-1994, bearbeitet von Ralph Andraschek-Holzer (Studien und Mitteilungen zur Geschichte des Benediktinerordens und seiner Zweige, 35. Ergänzungsband), St. Ottilien 1994, S. 215-223, hier S. 220f.
Ulla Williams, Die 'Alemannischen Vitaspatrum'. Untersuchungen und Edition (Texte und Textgeschichte 45), Tübingen 1996, S. 21*.
Jörg Jungmayr, Die Legenda Maior (Vita Catharinae Senensis) des Raimund von Capua. Edition nach der Nürnberger Handschrift Cent. IV, 75, Übersetzung und Kommentar, Bd. 1: Einleitung und Text, Berlin 2004, S. LXX.
Regula Forster, Das Geheimnis der Geheimnisse. Die arabischen und deutschen Fassungen der pseudo-aristotelischen Sirr al-asrār / Secretum secretorum (Wissensliteratur im Mittelalter 43), Wiesbaden 2006 (ohne diese Hs.).
Thomas Brakmann, 'Ein Geistlicher Rosengarten'. Die Vita der heiligen Katharina von Siena zwischen Ordensreform und Laienfrömmigkeit im 15. Jahrhundert. Untersuchungen und Edition, Frankfurt a.M. u.a. 2011, S. 66-69.
manuscripta.at - Mittelalterliche Handschriften in österreichischen Bibliotheken. [online] [zur Beschreibung]",Raymond of Capua,f.1ra-87vb = 'Life of St. Catherine of Siena' ('A spiritual rose garden') (Ab),,,German,,FALSE,,FALSE
