chunk_id,manuscript_title,country,context,text
pu_24968,"Archivo de la Corona d’Aragón, Cancilleria, Pergamins Seniofredo 39; Full manuscript",Spain,"Manuscript: Archivo de la Corona d’Aragón, Cancilleria, Pergamins Seniofredo 39; Full manuscript | Country: Spain | City: Saint Joan de Ripoll | Region: Catalonia | Dating: 949 | Century of production: 10 | Material: parchment | Extent: Full manuscript | Number of folios: 1 | Scribes: Chindiberga, Saint Joan de Ripoll, Female (Female); Richeldes, Saint Joan de Ripoll, Female (Female); Hemmo/ Emma, Saint Joan de Ripoll, Female (Female); Carissima, Saint Joan de Ripoll, Female (Female); El-ló 1, Saint Joan de Ripoll, Female (Female)","Original: Signature on a charter not written in the hand of the main scribe: see Jonathan Jarrett, 'Nuns, Signatures, and Literacy in late-Carolingian Catalonia', Traditio, 74 (2019), 125-52 [https://www.cambridge.org/core/journals/traditio/article/nuns-signatures-and-literacy-in-latecarolingian-catalonia/B8B041290DAA2454521E44CEFF457CA3/share/022f0b20f668f69eb4cc3c18acfcebce01a5f1bb]"
pu_22171,"Arnhem, Openbare Bibliotheek, Ms.287; Full manuscript",Netherlands,"Manuscript: Arnhem, Openbare Bibliotheek, Ms.287; Full manuscript | Country: Netherlands | City: Arnhem | Region: Veluwe | Dating: 1469 | Century of production: 15 | Material: parchment | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 228 | Decoration presence: TRUE | Musical notation presence: FALSE | Scribes: Geert Grote, Male (Male); Margariet Block, Arnhem, Female (Female) | Texts copied: Geert Grote, Male, Book of hours, Dutch (NL, DUTENG) [Religious Texts]","Original: Inden Jaer ons heren dusent cccc ende lxix is dit boec gescreven. Ende geeyndet omtrint sunte laurens mitter hant Suster Margariet blocks. Nonne toe bethanien buten Arnhem Translation: In the year of our Lord one thousand four hundred sixty-nine, this book was written. And finished around the feast of Saint Lawrence by the hand of Sister Margariet Blocks, nun at Bethany outside Arnhem."
pu_24979,"Arnhem, Openbare Bibliotheek, Ms.7; Full manuscript",Netherlands,"Manuscript: Arnhem, Openbare Bibliotheek, Ms.7; Full manuscript | Country: Netherlands | City: Amsterdam | Region: North Holland | Dating: 1474 | Century of production: 15 | Material: parchment and paper | Colophon language: Dutch (NL, DUTENG) | Extent: Full manuscript | Number of folios: 246 | Musical notation presence: FALSE | Monasteries: Canonesses Regular of St. Mary Magdalene (Op het Spui), Augustinian, Amsterdam, Netherlands | Scribes: Ave Pietersdochter, Amsterdam, Female (Female)","Original: Intjaer ons heren dusent cccc ende bcxiiij wort dit boec gheeynt te grote vastelavont. Dit boec hoert toe sinte maria magdalenen susteren te amstelredam byden bervoeten broeders woenende. Translation: In the year of our Lord one thousand four hundred fourteen, this book was finished on Great Shrove Tuesday. This book belongs to the sisters of Saint Mary Magdalene in Amsterdam, residing with the Barefoot Brothers."
pu_24990,"Arras, Bibliothèque de la Ville, 742; Full manuscript",France,"Manuscript: Arras, Bibliothèque de la Ville, 742; Full manuscript | Country: France | City: Arras | Dating: 1471-1471 | Century of production: 15 | Material: paper | Colophon language: French (FR, FRE) | Extent: Full manuscript | Number of folios: 225 | Decoration presence: TRUE | Musical notation presence: FALSE | Scribes: Jeannette Greberd, Unknown, Female (Female); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Life of Saint Alexis [Religious Texts]; Anonymous, TBC, Trespas Nostre Dame [Religious Texts]; Anonymous, TBC, Belle Helene de Constantinople [Literary Texts]","Original: Explicit le Trespas de N. Dame. Escrit par Jeannette Greberd, le Xe jour de march an LXXI avant Pasques. Translation: Explicit The Death of Our Lady. Written by Jeannette Greberd, on the 10th day of March in the year 71 before Easter."
pu_29172,"Auckland. Auckland Libraries, Med. MS G. 119; Full manuscript",France,"Manuscript: Auckland. Auckland Libraries, Med. MS G. 119; Full manuscript | Country: France | City: Paris | Dating: About 1425 to 1430 | Century of production: 15 | Material: paper | Colophon language: French (FR, FRE) | Extent: Full manuscript | Number of folios: 126 | Decoration presence: TRUE | Musical notation presence: FALSE | Scribes: Boethius, Male (Male); Sébastienne de Cambrai, Female (Female) | Texts copied: Boethius, Male, De consolatione philosophiae, Latin (LA, LAT) [Philosophical, and Scholarly Texts]","Original: Sebastienne de Cambray / Remors de mort retarde joye / Cueur en vertus dite fortune Encore Translation: Sebastienne of Cambrai — “Remorse for death delays joy. ‘A heart grounded in virtues,’ says Fortune, ‘endures still.’ ”"
pu_25001,"Augsburg, Archiv des Bistums, Ordin. 27a.; Full manuscript",Germany,"Manuscript: Augsburg, Archiv des Bistums, Ordin. 27a.; Full manuscript | Country: Germany | City: Augsburg | Dating: 1527 | Century of production: 16 | Material: parchment | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 173 | Decoration presence: TRUE | Musical notation presence: TRUE | Monasteries: Saint Stephan, Augustinian, Augsburg, Germany, 969-
1802 | Scribes: Anna von Freyberg, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Gradual [Religious Texts]","Original: Zuo lob vnd eer got ... ist diss buch gemcht vnd verordnet worden durch... Anne von Freyberg äptissin ... zuo sant Steffen ... 1527 Translation: To the praise and honor of God, this book was made and arranged by Anne von Freyberg, Abbess of St. Stephen’s, in the year 1527."
pu_14220,"Augsburg, Universitätsbibliothek, III.1.2° 12; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.2° 12; Full manuscript | Country: Germany | City: Bamberg | Region: Bavaria | Dating: 1465-1466 | Century of production: 15 | Material: paper | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 247 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Bamberg, Dominican convent of the Holy Sepulchre, Dominican, Bamberg, Germany, 1356-
1803 | Scribes: Martha Peurlin, Bamberg, Female (Female, Religious); Raymond of Capua, Male (Male); Vincent Ferrer, Male (Male); Anonymous, TBC (TBC, Religious) | Texts copied: Vincent Ferrer, Male, On the Growth and Observance of the Order of Preachers, Latin (LA, LAT) [Religious Texts]; Anonymous, TBC, Legend of Saint Catherine of Alexandria [Religious Texts]; Anonymous, TBC, Life of Saint Vincent Ferrer [Religious Texts]; Raymond of Capua, Male, Life of Saint Catherine of Siena, Latin (LA, LAT) [Religious Texts]","Original: Daß buch gehörtt in daß closter zum heilligen grab prediger Ordens neben Bamberg, das hat geschriben swester Marthae Pewrlin Anno 1465 und 1466 ... Translation: That book belongs to the monastery of the Holy Sepulchre of the Dominican Order near Bamberg, written by Sister Martha Pewrlin in the years 1465 and 1466 ..."
pu_25046,"Augsburg, Universitätsbibliothek, III.1.2° 40; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.2° 40; Full manuscript | Country: Germany | City: Maihingen | Region: Bavaria | Dating: 1497-1497 | Century of production: 15 | Material: paper | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 123 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Maihingen, Brigittine, Maihingen, Germany | Scribes: Augustine of Hippo, Male (Male); Anonymous, TBC (TBC, Religious); Katharina Jopplin, Maihingen, Female (Female); Petrus Olavi of Alvastra, Male (Male) | Texts copied: Anonymous, TBC, Lucidarium for the nuns of the Bridgettine Order [Philosophical, and Scholarly Texts]; Augustine of Hippo, Male, Rule of Saint Augustine, Latin (LA, LAT) [Philosophical, and Scholarly Texts]; Anonymous, TBC, Birgittine Rule [Philosophical, and Scholarly Texts]; Petrus Olavi of Alvastra, Male, Constitutions, Latin (LA, LAT) [Philosophical, and Scholarly Texts]",Original: Das buch der regeln ... ist außgeschriben worden am mitwoch vor der verschydung unser heylligen mutter sant Birgitten (= 19. Juli) do man zalt ... 1497 jar von Schwester Katherina Jopplin von Nurmberck ... Translation: The book of the rules ... was transcribed on the Wednesday before the passing of our holy mother Saint Birgitta (= July 19) in the year 1497 by Sister Katherina Jopplin from Nuremberg ...
pu_25068,"Augsburg, Universitätsbibliothek, III.1.2° 8; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.2° 8; Full manuscript | Country: Germany | City: Nuremberg | Region: Bavaria | Dating: 1437 | Century of production: 15 | Material: parchment and paper | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 238 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Saint Katharina, Dominican, Nuremberg, Germany, 1295 | Scribes: Kunigund Niklasin, Nuremberg, Female (Female, Religious); Conr. Frackendorffer, Nuremberg, Male (Male, Religious)","Original: Dicz puch ist auSSgeschriben worden do man czalt von unsers lieben herren Jhesu Cristi gepurd M. CCCC. und in dem XXXVII jor an dem heiligen krewcz abent als ez gefunden ward in dem herbst (= 13 Sept). Pyt got fu/e/r die schreyberin die dicz puch geshcriben hat daz ir got genedig sey hie in zeyt und dort in ewigkeyt amen. Translation: This book was copied in the year of our dear Lord Jesus Christ 1437, on the evening of the Feast of the Holy Cross, when it was found in the autumn (September 13). Pray to God for the scribe who wrote this book, that God may be merciful to her here in time and there in eternity, amen.”"
pu_25079,"Augsburg, Universitätsbibliothek, III.1.8° 16; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 16; Full manuscript | Country: Germany | City: Nuremberg | Region: Bavaria | Dating: 2nd quarter of the 15th century | Century of production: 15 | Material: paper | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 342 | Decoration presence: FALSE | Musical notation presence: FALSE | Monasteries: Saint Katharina, Dominican, Nuremberg, Germany, 1295 | Scribes: Cecilia Rotin, Nuremberg, Female (Female, Religious); Ms. Augsburg III.1.8° 16 Unidentified hand A, Nuremberg, Female (Female, Religious); Gerhard Comitis, Male (Male) | Texts copied: Gerhard Comitis, Male, Lenten Sermons, Latin (LA, LAT) [Religious Texts]","Original: Item das puch hat S. Cecilia Rötin gezeugt und gesriben unserm covent zu sant Kathr. pitt got für sie. Translation: Likewise, Sister Cecilia Rötin created and wrote this book for our convent of St. Catherine. Pray to God for her."
pu_25090,"Augsburg, Universitätsbibliothek, III.1.8° 17; f. 1–4",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 17; f. 1–4 | Country: Germany | City: Binsdorf | Region: Baden-Württemberg | Dating: 1491-1491 | Century of production: 15 | Material: paper | Colophon language: German (DE, GER) | Extent: f. 1–4 | Number of folios: 4 | Decoration presence: TRUE | Monasteries: Dominican nunnery of Binsdorf (Black Forest), Dominican | Scribes: Elisabeth, Binsdorf, Female (Female, Religious); Ms. Augsburg III.1.8° 17, Unidentified nun-scribe A, Female (Female, Religious)","Original: Bitent got fir mich Schwester Elisabeth breiger orden yn Binßdorff die daz geschriben hatt anno domini 1491 jar. Translation: Pray to God for me, Sister Elisabeth of the Dominican Order in Binsdorf, who wrote this in the year of the Lord 1491."
pu_32868,"Augsburg, Universitätsbibliothek, III.1.8° 17; f. 5–257",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 17; f. 5–257 | Country: Germany | Region: Swabia | Dating: 1491-1491 | Century of production: 15 | Material: paper | Colophon language: German (DE, GER) | Extent: f. 5–257 | Number of folios: 252 | Musical notation presence: FALSE | Scribes: Ms. Augsburg III.1.8° 17, Unidentified nun-scribe A, Female (Female, Religious); Sister E.S., Female (Female) | Texts copied: Anonymous, TBC, Passion of Christ [Religious Texts]","Original: das ich dardurch mug eingan in die ewigen glory das verlieh uns allen Jhus Xps durch sein piters leiden und sterben amen, S[chwester] E.S.ora pro eo (!). Translation: that through this I may enter eternal glory, grant this to us all, Jesus Christ, through his bitter suffering and death. Amen. Sister E.S., pray for him (sic)"
pu_25101,"Augsburg, Universitätsbibliothek, III.1.8° 3; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 3; Full manuscript | Country: Germany | City: Augsburg | Region: Bavaria | Dating: 15th century - around 1449 with additions in 1483 | Century of production: 15 | Material: paper | Colophon language: Latin (LA, LAT) | Extent: Full manuscript | Number of folios: 161 | Decoration presence: FALSE | Musical notation presence: FALSE | Scribes: Elisabeth Waraus, Augsburg, Female (Female, Religious) | Texts copied: Anonymous, TBC, Additions [Practical Genres]",Original: f.1r: In amore tuo langweo. Anno domini M° CCCC° XLVIIII°. Translation: f.1r: “I languish in your love. In the year of our Lord 1449.”
pu_25124,"Augsburg, Universitätsbibliothek, III.1.8° 44; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 44; Full manuscript | Country: Germany | Region: Swabia | Dating: Second half of the 16th century | Century of production: 16 | Material: paper | Colophon language: German (DE, GER) | Extent: Full manuscript | Number of folios: 393 | Musical notation presence: FALSE | Scribes: Magdalena Hermanin, Female (Female)","Original: Magdalena Hermani[n] hat daz piechlin geschriben, wem es nach ir wert der LaSS ims in sunderht befolchen sein... Translation: Magdalena Hermann wrote this little book, and to whomever it will belong after her, may they especially keep it safe…"
pu_25146,"Augsburg, Universitätsbibliothek, III.1.8° 5; Full manuscript",Germany,"Manuscript: Augsburg, Universitätsbibliothek, III.1.8° 5; Full manuscript | Country: Germany | City: Bamberg | Region: Bavaria | Dating: 1458 | Century of production: 15 | Material: paper | Colophon language: Latin (LA, LAT) | Extent: Full manuscript | Number of folios: 96 | Decoration presence: TRUE | Musical notation presence: FALSE | Monasteries: Klarissenkloster, Poor Clares, Bamberg, Germany, 1341-
1803 | Scribes: Margareta Lemlin, Bamberg, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Prayer Book [Religious Texts]","Original: [S]cripsit hec Margreta Lemlin indigna filia et ancilla beatissime virginis Clare ad usum Anne soror mea (!) et rogo omnes in isto libro le gentes ut memoriam mei habeant ...et specialiter Anne Yngramin que librum hoc illuminavit. Anno domini M° CCCC° LVIII°. Translation: Written by Margareta Lemlin, unworthy daughter and servant of the most blessed Virgin Clare, for the use of my sister Anna, and I ask all who read in this book to remember me … and especially Anna Yngramin, who illuminated this book. In the year of the Lord 1458."
pu_25333,"Aveiro, Museu de Aveiro, MAV, 21CD - PT/MA/ANTF 9; Full manuscript",Portugal,"Manuscript: Aveiro, Museu de Aveiro, MAV, 21CD - PT/MA/ANTF 9; Full manuscript | Country: Portugal | City: Aveiro | Region: Centro | Dating: 1489 | Century of production: 15 | Material: parchment | Colophon language: Portuguese} (PT, POR) | Extent: Full manuscript | Number of folios: 82 | Decoration presence: TRUE | Musical notation presence: TRUE | Monasteries: Convent of Jesus of Aveiro, Dominican, Aveiro, Portugal, 1462 | Scribes: Isabel Luís, Aveiro, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Processional [Religious Texts]","Original: Este p[roces]sional he do mosteiro de Jh[es]u daveiro screveu isabel luys freira do dito convento. Translation: This processional of the monastery of Jesus de Aveiro was written by Isabel Luys, nun of the said convent."
pu_25335,"Aveiro, Museu de Aveiro, MAV, 22CD - PT/MA/ANTF 8; Full manuscript",Portugal,"Manuscript: Aveiro, Museu de Aveiro, MAV, 22CD - PT/MA/ANTF 8; Full manuscript | Country: Portugal | City: Aveiro | Region: Centro | Dating: 1489 | Century of production: 15 | Material: parchment | Colophon language: Portuguese} (PT, POR) | Extent: Full manuscript | Number of folios: 86 | Decoration presence: TRUE | Musical notation presence: TRUE | Monasteries: Convent of Jesus of Aveiro, Dominican, Aveiro, Portugal, 1462 | Scribes: Isabel Luís, Aveiro, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Processional [Religious Texts]","Original: Este livro processional he do mosteyro de Jh[es]u daveyro. Acabousse sexta feyra xxii dias de Junho. Era de mil. cccclxxxix. Escreveo Soror Ysabel Luys freyra do dicto convento Translation: This processional book is from the monastery of Jesus de Aveiro. It was finished on Friday, the 22nd of June, in the year 1389. It was written by Sister Ysabel Luys, nun of the said convent."
pu_25336,"Aveiro, Museu de Aveiro, MAV, 23CD - PT/MA/ANTF 19; Full manuscript",Portugal,"Manuscript: Aveiro, Museu de Aveiro, MAV, 23CD - PT/MA/ANTF 19; Full manuscript | Country: Portugal | City: Aveiro | Region: Centro | Dating: 1489 | Century of production: 15 | Material: parchment | Colophon language: Portuguese} (PT, POR) | Extent: Full manuscript | Number of folios: 87 | Decoration presence: TRUE | Musical notation presence: TRUE | Monasteries: Convent of Jesus of Aveiro, Dominican, Aveiro, Portugal, 1462 | Scribes: Isabel Luís, Aveiro, Female (Female, Religious); Anonymous, TBC (TBC, Religious) | Texts copied: Anonymous, TBC, Processional [Religious Texts]","Original: Este p[ro]cessionaryo he do mosteyro de Jh[es]u daveyro . Acabousse descrever quinta feyra seys dias dagosto . Era de mil cccclxxxix. Screveo. Translation: This processional is from the monastery of Jesus de Aveiro. It was finished on Thursday, the 6th of August, in the year 1389. It was written by."
